"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","absolute_url","cluster","year_filed","scdb_id","scdb_decision_direction","scdb_votes_majority","scdb_votes_minority"
"justice roberts","majority",FALSE,"McCutcheon v. Federal Election Comm'n",2014-04-02,"134 S. Ct. 1434","https://www.courtlistener.com/opinion/2659301/mccutcheon-v-federal-election-commn/","https://www.courtlistener.com/api/rest/v3/clusters/2659301/",2014,"2013-033",1,5,4
"justice thomas","concurring",FALSE,"McCutcheon v. Federal Election Comm'n",2014-04-02,"134 S. Ct. 1434","https://www.courtlistener.com/opinion/2659301/mccutcheon-v-federal-election-commn/","https://www.courtlistener.com/api/rest/v3/clusters/2659301/",2014,"2013-033",1,5,4
"justice breyer","dissenting",FALSE,"McCutcheon v. Federal Election Comm'n",2014-04-02,"134 S. Ct. 1434","https://www.courtlistener.com/opinion/2659301/mccutcheon-v-federal-election-commn/","https://www.courtlistener.com/api/rest/v3/clusters/2659301/",2014,"2013-033",1,5,4
"justice kagan","majority",FALSE,"Kaley v. United States",2014-02-25,NA,"https://www.courtlistener.com/opinion/2654533/kaley-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/2654533/",2014,NA,NA,NA,NA
"justice roberts","dissenting",FALSE,"Kaley v. United States",2014-02-25,NA,"https://www.courtlistener.com/opinion/2654533/kaley-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/2654533/",2014,NA,NA,NA,NA
"justice white","majority",FALSE,"Steelworkers v. Rawson",1990-05-14,"495 U.S. 362","https://www.courtlistener.com/opinion/112426/steelworkers-v-rawson/","https://www.courtlistener.com/api/rest/v3/clusters/112426/",1990,"1989-077",2,6,3
"justice kennedy","dissenting",FALSE,"Steelworkers v. Rawson",1990-05-14,"495 U.S. 362","https://www.courtlistener.com/opinion/112426/steelworkers-v-rawson/","https://www.courtlistener.com/api/rest/v3/clusters/112426/",1990,"1989-077",2,6,3
"justice scalia","majority",FALSE,"Oncale v. Sundowner Offshore Services, Inc.",1998-03-04,"523 U.S. 75","https://www.courtlistener.com/opinion/118181/oncale-v-sundowner-offshore-services-inc/","https://www.courtlistener.com/api/rest/v3/clusters/118181/",1998,"1997-037",2,9,0
"justice thomas","concurring",FALSE,"Oncale v. Sundowner Offshore Services, Inc.",1998-03-04,"523 U.S. 75","https://www.courtlistener.com/opinion/118181/oncale-v-sundowner-offshore-services-inc/","https://www.courtlistener.com/api/rest/v3/clusters/118181/",1998,"1997-037",2,9,0
"justice scalia","majority",FALSE,"Summers v. Earth Island Institute",2009-03-03,"555 U.S. 488","https://www.courtlistener.com/opinion/145904/summers-v-earth-island-institute/","https://www.courtlistener.com/api/rest/v3/clusters/145904/",2009,"2008-027",1,5,4
"justice kennedy","concurring",FALSE,"Summers v. Earth Island Institute",2009-03-03,"555 U.S. 488","https://www.courtlistener.com/opinion/145904/summers-v-earth-island-institute/","https://www.courtlistener.com/api/rest/v3/clusters/145904/",2009,"2008-027",1,5,4
"justice breyer","dissenting",FALSE,"Summers v. Earth Island Institute",2009-03-03,"555 U.S. 488","https://www.courtlistener.com/opinion/145904/summers-v-earth-island-institute/","https://www.courtlistener.com/api/rest/v3/clusters/145904/",2009,"2008-027",1,5,4
"justice scalia","majority",FALSE,"Budinich v. Becton Dickinson & Co.",1988-05-23,"486 U.S. 196","https://www.courtlistener.com/opinion/112076/budinich-v-becton-dickinson-co/","https://www.courtlistener.com/api/rest/v3/clusters/112076/",1988,"1987-088",2,9,0
"justice white","majority",FALSE,"Lefkowitz v. Turley",1973-11-19,"414 U.S. 70","https://www.courtlistener.com/opinion/108882/lefkowitz-v-turley/","https://www.courtlistener.com/api/rest/v3/clusters/108882/",1973,"1973-013",2,9,0
"justice douglas","majority",FALSE,"Ford Motor Co. v. United States",1972-03-29,"405 U.S. 562","https://www.courtlistener.com/opinion/108494/ford-motor-co-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108494/",1972,"1971-084",2,5,2
"justice scalia","majority",FALSE,"Reiter v. Cooper",1993-03-08,"507 U.S. 258","https://www.courtlistener.com/opinion/112830/reiter-v-cooper/","https://www.courtlistener.com/api/rest/v3/clusters/112830/",1993,"1992-041",2,8,1
"justice ginsburg","majority",FALSE,"Microsoft Corp. v. Baker",2017-06-12,"198 L. Ed. 2d 132","https://www.courtlistener.com/opinion/4403813/microsoft-corp-v-baker/","https://www.courtlistener.com/api/rest/v3/clusters/4403813/",2017,"2016-053",1,8,0
"justice thomas","concurring",FALSE,"Microsoft Corp. v. Baker",2017-06-12,"198 L. Ed. 2d 132","https://www.courtlistener.com/opinion/4403813/microsoft-corp-v-baker/","https://www.courtlistener.com/api/rest/v3/clusters/4403813/",2017,"2016-053",1,8,0
"justice blackmun","majority",FALSE,"Automobile Workers v. Johnson Controls, Inc.",1991-03-20,"499 U.S. 187","https://www.courtlistener.com/opinion/112563/automobile-workers-v-johnson-controls-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112563/",1991,"1990-048",2,9,0
"justice white","concurring",FALSE,"Automobile Workers v. Johnson Controls, Inc.",1991-03-20,"499 U.S. 187","https://www.courtlistener.com/opinion/112563/automobile-workers-v-johnson-controls-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112563/",1991,"1990-048",2,9,0
"justice burger","majority",FALSE,"Rondeau v. Mosinee Paper Corp.",1975-06-17,"422 U.S. 49","https://www.courtlistener.com/opinion/109285/rondeau-v-mosinee-paper-corp/","https://www.courtlistener.com/api/rest/v3/clusters/109285/",1975,"1974-123",1,6,3
"justice brennan","dissenting",FALSE,"Rondeau v. Mosinee Paper Corp.",1975-06-17,"422 U.S. 49","https://www.courtlistener.com/opinion/109285/rondeau-v-mosinee-paper-corp/","https://www.courtlistener.com/api/rest/v3/clusters/109285/",1975,"1974-123",1,6,3
"justice blackmun","majority",FALSE,"Huffman v. Western Nuclear, Inc.",1988-06-15,"486 U.S. 663","https://www.courtlistener.com/opinion/112099/huffman-v-western-nuclear-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112099/",1988,"1987-114",2,9,0
"justice ginsburg","majority",FALSE,"Kimbrough v. United States",2007-12-10,"552 U.S. 85","https://www.courtlistener.com/opinion/145841/kimbrough-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145841/",2007,"2007-007",2,7,2
"justice scalia","concurring",FALSE,"Kimbrough v. United States",2007-12-10,"552 U.S. 85","https://www.courtlistener.com/opinion/145841/kimbrough-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145841/",2007,"2007-007",2,7,2
"justice thomas","dissenting",FALSE,"Kimbrough v. United States",2007-12-10,"552 U.S. 85","https://www.courtlistener.com/opinion/145841/kimbrough-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145841/",2007,"2007-007",2,7,2
"justice alito","second_dissenting",FALSE,"Kimbrough v. United States",2007-12-10,"552 U.S. 85","https://www.courtlistener.com/opinion/145841/kimbrough-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145841/",2007,"2007-007",2,7,2
"justice o'connor","majority",FALSE,"Kadrmas v. Dickinson Public Schools",1988-06-24,"487 U.S. 450","https://www.courtlistener.com/opinion/112133/kadrmas-v-dickinson-public-schools/","https://www.courtlistener.com/api/rest/v3/clusters/112133/",1988,"1987-143",1,5,4
"justice marshall","dissenting",FALSE,"Kadrmas v. Dickinson Public Schools",1988-06-24,"487 U.S. 450","https://www.courtlistener.com/opinion/112133/kadrmas-v-dickinson-public-schools/","https://www.courtlistener.com/api/rest/v3/clusters/112133/",1988,"1987-143",1,5,4
"justice stevens","second_dissenting",FALSE,"Kadrmas v. Dickinson Public Schools",1988-06-24,"487 U.S. 450","https://www.courtlistener.com/opinion/112133/kadrmas-v-dickinson-public-schools/","https://www.courtlistener.com/api/rest/v3/clusters/112133/",1988,"1987-143",1,5,4
"justice powell","majority",FALSE,"Gould v. Ruefenacht",1985-05-28,"471 U.S. 701","https://www.courtlistener.com/opinion/111436/gould-v-ruefenacht/","https://www.courtlistener.com/api/rest/v3/clusters/111436/",1985,"1984-105",2,8,1
"justice holmes","majority",FALSE,"Aikens v. Wisconsin",2005-03-04,"195 U.S. 194","https://www.courtlistener.com/opinion/1289341/aikens-v-wisconsin/","https://www.courtlistener.com/api/rest/v3/clusters/1289341/",2005,NA,NA,NA,NA
"justice white","dissenting",FALSE,"Aikens v. Wisconsin",2005-03-04,"195 U.S. 194","https://www.courtlistener.com/opinion/1289341/aikens-v-wisconsin/","https://www.courtlistener.com/api/rest/v3/clusters/1289341/",2005,NA,NA,NA,NA
"justice thomas","majority",FALSE,"Florida Dept. of Rev. v. PICCADILLY",2008-06-16,"554 U.S. 33","https://www.courtlistener.com/opinion/145791/florida-dept-of-rev-v-piccadilly/","https://www.courtlistener.com/api/rest/v3/clusters/145791/",2008,"2007-057",1,7,2
"justice breyer","dissenting",FALSE,"Florida Dept. of Rev. v. PICCADILLY",2008-06-16,"554 U.S. 33","https://www.courtlistener.com/opinion/145791/florida-dept-of-rev-v-piccadilly/","https://www.courtlistener.com/api/rest/v3/clusters/145791/",2008,"2007-057",1,7,2
"justice stewart","majority",FALSE,"Mincey v. Arizona",1978-06-21,"437 U.S. 385","https://www.courtlistener.com/opinion/109905/mincey-v-arizona/","https://www.courtlistener.com/api/rest/v3/clusters/109905/",1978,"1977-123",2,9,0
"justice marshall","concurring",FALSE,"Mincey v. Arizona",1978-06-21,"437 U.S. 385","https://www.courtlistener.com/opinion/109905/mincey-v-arizona/","https://www.courtlistener.com/api/rest/v3/clusters/109905/",1978,"1977-123",2,9,0
"justice marshall","majority",FALSE,"GTE Sylvania, Inc. v. Consumers Union of United States, Inc.",1980-03-19,"445 U.S. 375","https://www.courtlistener.com/opinion/110227/gte-sylvania-inc-v-consumers-union-of-united-states-inc/","https://www.courtlistener.com/api/rest/v3/clusters/110227/",1980,"1979-059",1,9,0
"justice white","majority",FALSE,"Paperworkers v. Misco, Inc.",1987-12-01,"484 U.S. 29","https://www.courtlistener.com/opinion/111965/paperworkers-v-misco-inc/","https://www.courtlistener.com/api/rest/v3/clusters/111965/",1987,"1987-005",1,8,0
"justice blackmun","concurring",FALSE,"Paperworkers v. Misco, Inc.",1987-12-01,"484 U.S. 29","https://www.courtlistener.com/opinion/111965/paperworkers-v-misco-inc/","https://www.courtlistener.com/api/rest/v3/clusters/111965/",1987,"1987-005",1,8,0
"justice stevens","majority",FALSE,"Pfaff v. Wells Electronics, Inc.",1998-12-14,"525 U.S. 55","https://www.courtlistener.com/opinion/118247/pfaff-v-wells-electronics-inc/","https://www.courtlistener.com/api/rest/v3/clusters/118247/",1998,"1998-002",2,9,0
"justice stewart","majority",FALSE,"Chandler v. Roudebush",1976-06-01,"425 U.S. 840","https://www.courtlistener.com/opinion/109456/chandler-v-roudebush/","https://www.courtlistener.com/api/rest/v3/clusters/109456/",1976,"1975-104",2,9,0
"justice white","majority",FALSE,"Pullman-Standard v. Swint",1982-04-27,"456 U.S. 273","https://www.courtlistener.com/opinion/110698/pullman-standard-v-swint/","https://www.courtlistener.com/api/rest/v3/clusters/110698/",1982,"1981-082",1,7,2
"justice marshall","dissenting",FALSE,"Pullman-Standard v. Swint",1982-04-27,"456 U.S. 273","https://www.courtlistener.com/opinion/110698/pullman-standard-v-swint/","https://www.courtlistener.com/api/rest/v3/clusters/110698/",1982,"1981-082",1,7,2
"justice blackmun","majority",FALSE,"Webb's Fabulous Pharmacies, Inc. v. Beckwith",1980-12-09,"449 U.S. 155","https://www.courtlistener.com/opinion/110362/webbs-fabulous-pharmacies-inc-v-beckwith/","https://www.courtlistener.com/api/rest/v3/clusters/110362/",1980,"1980-012",1,9,0
"justice marshall","majority",FALSE,"McDonald v. Santa Fe Trail Transp. Co.",1976-06-25,"427 U.S. 273","https://www.courtlistener.com/opinion/109513/mcdonald-v-santa-fe-trail-transp-co/","https://www.courtlistener.com/api/rest/v3/clusters/109513/",1976,"1975-154",2,9,0
"justice rehnquist","dissenting",TRUE,"Johnson v. Board of Ed. of Chicago",1982-06-07,"457 U.S. 52","https://www.courtlistener.com/opinion/110732/johnson-v-board-of-ed-of-chicago/","https://www.courtlistener.com/api/rest/v3/clusters/110732/",1982,"1981-110",2,5,2
"justice marshall","majority",FALSE,"Iowa Mut. Ins. Co. v. LaPlante",1987-02-24,"480 U.S. 9","https://www.courtlistener.com/opinion/111820/iowa-mut-ins-co-v-laplante/","https://www.courtlistener.com/api/rest/v3/clusters/111820/",1987,"1986-033",1,8,1
"justice breyer","majority",FALSE,"Dickinson v. Zurko",1999-06-10,"527 U.S. 150","https://www.courtlistener.com/opinion/118302/dickinson-v-zurko/","https://www.courtlistener.com/api/rest/v3/clusters/118302/",1999,"1998-071",1,6,3
"justice rehnquist","dissenting",FALSE,"Dickinson v. Zurko",1999-06-10,"527 U.S. 150","https://www.courtlistener.com/opinion/118302/dickinson-v-zurko/","https://www.courtlistener.com/api/rest/v3/clusters/118302/",1999,"1998-071",1,6,3
"justice scalia","majority",FALSE,"Jinks v. Richland County",2003-04-22,"538 U.S. 456","https://www.courtlistener.com/opinion/127912/jinks-v-richland-county/","https://www.courtlistener.com/api/rest/v3/clusters/127912/",2003,"2002-043",2,9,0
"justice souter","concurring",FALSE,"Jinks v. Richland County",2003-04-22,"538 U.S. 456","https://www.courtlistener.com/opinion/127912/jinks-v-richland-county/","https://www.courtlistener.com/api/rest/v3/clusters/127912/",2003,"2002-043",2,9,0
"justice ginsburg","majority",FALSE,"Los Angeles County Flood Control Dist. v. Natural Resources Defense Council, Inc.",2013-01-08,"133 S. Ct. 710","https://www.courtlistener.com/opinion/814955/los-angeles-county-flood-control-dist-v-natural-resources-defense/","https://www.courtlistener.com/api/rest/v3/clusters/814955/",2013,"2012-008",1,9,0
"justice white","majority",FALSE,"MacKey v. United States",1971-04-05,"401 U.S. 667","https://www.courtlistener.com/opinion/108302/mackey-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108302/",1971,"1970-074",1,7,2
"justice brennan","concurring",FALSE,"MacKey v. United States",1971-04-05,"401 U.S. 667","https://www.courtlistener.com/opinion/108302/mackey-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108302/",1971,"1970-074",1,7,2
"justice douglas","dissenting",FALSE,"MacKey v. United States",1971-04-05,"401 U.S. 667","https://www.courtlistener.com/opinion/108302/mackey-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108302/",1971,"1970-074",1,7,2
"justice powell","majority",FALSE,"Blum v. Stenson",1984-03-21,"465 U.S. 886","https://www.courtlistener.com/opinion/111123/blum-v-stenson/","https://www.courtlistener.com/api/rest/v3/clusters/111123/",1984,"1983-058",2,9,0
"justice brennan","concurring",FALSE,"Blum v. Stenson",1984-03-21,"465 U.S. 886","https://www.courtlistener.com/opinion/111123/blum-v-stenson/","https://www.courtlistener.com/api/rest/v3/clusters/111123/",1984,"1983-058",2,9,0
"justice kennedy","majority",FALSE,"Overton v. Bazzetta",2003-06-16,"539 U.S. 126","https://www.courtlistener.com/opinion/130150/overton-v-bazzetta/","https://www.courtlistener.com/api/rest/v3/clusters/130150/",2003,"2002-073",1,9,0
"justice stevens","concurring",FALSE,"Overton v. Bazzetta",2003-06-16,"539 U.S. 126","https://www.courtlistener.com/opinion/130150/overton-v-bazzetta/","https://www.courtlistener.com/api/rest/v3/clusters/130150/",2003,"2002-073",1,9,0
"justice ginsburg","majority",FALSE,"Hibbs v. Winn",2004-06-14,"542 U.S. 88","https://www.courtlistener.com/opinion/136987/hibbs-v-winn/","https://www.courtlistener.com/api/rest/v3/clusters/136987/",2004,"2003-072",2,5,4
"justice stevens","concurring",FALSE,"Hibbs v. Winn",2004-06-14,"542 U.S. 88","https://www.courtlistener.com/opinion/136987/hibbs-v-winn/","https://www.courtlistener.com/api/rest/v3/clusters/136987/",2004,"2003-072",2,5,4
"justice kennedy","dissenting",FALSE,"Hibbs v. Winn",2004-06-14,"542 U.S. 88","https://www.courtlistener.com/opinion/136987/hibbs-v-winn/","https://www.courtlistener.com/api/rest/v3/clusters/136987/",2004,"2003-072",2,5,4
"justice o'connor","majority",FALSE,"Schiro v. Farley",1994-01-19,"510 U.S. 222","https://www.courtlistener.com/opinion/112922/schiro-v-farley/","https://www.courtlistener.com/api/rest/v3/clusters/112922/",1994,"1993-015",1,7,2
"justice blackmun","dissenting",FALSE,"Schiro v. Farley",1994-01-19,"510 U.S. 222","https://www.courtlistener.com/opinion/112922/schiro-v-farley/","https://www.courtlistener.com/api/rest/v3/clusters/112922/",1994,"1993-015",1,7,2
"justice stevens","second_dissenting",FALSE,"Schiro v. Farley",1994-01-19,"510 U.S. 222","https://www.courtlistener.com/opinion/112922/schiro-v-farley/","https://www.courtlistener.com/api/rest/v3/clusters/112922/",1994,"1993-015",1,7,2
"justice brennan","majority",FALSE,"Pipefitters v. United States",1972-06-22,"407 U.S. 385","https://www.courtlistener.com/opinion/108586/pipefitters-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108586/",1972,"1971-152",1,6,2
"justice powell","dissenting",FALSE,"Pipefitters v. United States",1972-06-22,"407 U.S. 385","https://www.courtlistener.com/opinion/108586/pipefitters-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/108586/",1972,"1971-152",1,6,2
"justice white","majority",FALSE,"Helling v. McKinney",1993-06-18,"509 U.S. 25","https://www.courtlistener.com/opinion/112888/helling-v-mckinney/","https://www.courtlistener.com/api/rest/v3/clusters/112888/",1993,"1992-099",2,7,2
"justice thomas","dissenting",FALSE,"Helling v. McKinney",1993-06-18,"509 U.S. 25","https://www.courtlistener.com/opinion/112888/helling-v-mckinney/","https://www.courtlistener.com/api/rest/v3/clusters/112888/",1993,"1992-099",2,7,2
"justice marshall","majority",FALSE,"Arkansas Best Corp. v. Commissioner",1988-03-07,"485 U.S. 212","https://www.courtlistener.com/opinion/112021/arkansas-best-corp-v-commissioner/","https://www.courtlistener.com/api/rest/v3/clusters/112021/",1988,"1987-045",2,8,0
"justice breyer","majority",FALSE,"Coleman v. Tollefson",2015-05-18,"135 S. Ct. 1759","https://www.courtlistener.com/opinion/2801434/coleman-v-tollefson/","https://www.courtlistener.com/api/rest/v3/clusters/2801434/",2015,"2014-043",1,9,0
"justice rehnquist","majority",FALSE,"Collins v. Youngblood",1990-06-21,"497 U.S. 37","https://www.courtlistener.com/opinion/112471/collins-v-youngblood/","https://www.courtlistener.com/api/rest/v3/clusters/112471/",1990,"1989-119",1,9,0
"justice stevens","concurring",FALSE,"Collins v. Youngblood",1990-06-21,"497 U.S. 37","https://www.courtlistener.com/opinion/112471/collins-v-youngblood/","https://www.courtlistener.com/api/rest/v3/clusters/112471/",1990,"1989-119",1,9,0
"justice burger","concurring",TRUE,"East Carroll Parish School Bd. v. Marshall",1976-03-08,"424 U.S. 636","https://www.courtlistener.com/opinion/109397/east-carroll-parish-school-bd-v-marshall/","https://www.courtlistener.com/api/rest/v3/clusters/109397/",1976,"1975-051",2,9,0
"justice ginsburg","majority",FALSE,"Arizonans for Official English v. Arizona",1997-03-03,"520 U.S. 43","https://www.courtlistener.com/opinion/118093/arizonans-for-official-english-v-arizona/","https://www.courtlistener.com/api/rest/v3/clusters/118093/",1997,"1996-034",1,9,0
"justice marshall","majority",FALSE,"United States v. Lovasco",1977-10-03,"431 U.S. 783","https://www.courtlistener.com/opinion/109682/united-states-v-lovasco/","https://www.courtlistener.com/api/rest/v3/clusters/109682/",1977,"1976-129",1,8,1
"justice stevens","dissenting",FALSE,"United States v. Lovasco",1977-10-03,"431 U.S. 783","https://www.courtlistener.com/opinion/109682/united-states-v-lovasco/","https://www.courtlistener.com/api/rest/v3/clusters/109682/",1977,"1976-129",1,8,1
"justice ginsburg","majority",FALSE,"Burgess v. United States",2008-04-16,"553 U.S. 124","https://www.courtlistener.com/opinion/145816/burgess-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145816/",2008,"2007-032",1,9,0
"justice white","majority",FALSE,"United States v. Kubrick",1979-11-28,"444 U.S. 111","https://www.courtlistener.com/opinion/110159/united-states-v-kubrick/","https://www.courtlistener.com/api/rest/v3/clusters/110159/",1979,"1979-008",2,6,3
"justice stevens","dissenting",FALSE,"United States v. Kubrick",1979-11-28,"444 U.S. 111","https://www.courtlistener.com/opinion/110159/united-states-v-kubrick/","https://www.courtlistener.com/api/rest/v3/clusters/110159/",1979,"1979-008",2,6,3
"justice rehnquist","majority",FALSE,"Edelman v. Jordan",1974-05-13,"415 U.S. 651","https://www.courtlistener.com/opinion/108990/edelman-v-jordan/","https://www.courtlistener.com/api/rest/v3/clusters/108990/",1974,"1973-077",1,5,4
"justice douglas","dissenting",FALSE,"Edelman v. Jordan",1974-05-13,"415 U.S. 651","https://www.courtlistener.com/opinion/108990/edelman-v-jordan/","https://www.courtlistener.com/api/rest/v3/clusters/108990/",1974,"1973-077",1,5,4
"justice brennan","second_dissenting",FALSE,"Edelman v. Jordan",1974-05-13,"415 U.S. 651","https://www.courtlistener.com/opinion/108990/edelman-v-jordan/","https://www.courtlistener.com/api/rest/v3/clusters/108990/",1974,"1973-077",1,5,4
"justice rehnquist","majority",FALSE,"Dayton Bd. of Ed. v. Brinkman",1977-06-27,"433 U.S. 406","https://www.courtlistener.com/opinion/109728/dayton-bd-of-ed-v-brinkman/","https://www.courtlistener.com/api/rest/v3/clusters/109728/",1977,"1976-175",1,8,0
"justice stevens","concurring",FALSE,"Dayton Bd. of Ed. v. Brinkman",1977-06-27,"433 U.S. 406","https://www.courtlistener.com/opinion/109728/dayton-bd-of-ed-v-brinkman/","https://www.courtlistener.com/api/rest/v3/clusters/109728/",1977,"1976-175",1,8,0
"justice stevens","majority",FALSE,"Glickman v. Wileman Brothers & Elliott, Inc.",1997-06-25,"521 U.S. 457","https://www.courtlistener.com/opinion/118139/glickman-v-wileman-brothers-elliott-inc/","https://www.courtlistener.com/api/rest/v3/clusters/118139/",1997,"1996-086",1,5,4
"justice souter","dissenting",FALSE,"Glickman v. Wileman Brothers & Elliott, Inc.",1997-06-25,"521 U.S. 457","https://www.courtlistener.com/opinion/118139/glickman-v-wileman-brothers-elliott-inc/","https://www.courtlistener.com/api/rest/v3/clusters/118139/",1997,"1996-086",1,5,4
"justice thomas","second_dissenting",FALSE,"Glickman v. Wileman Brothers & Elliott, Inc.",1997-06-25,"521 U.S. 457","https://www.courtlistener.com/opinion/118139/glickman-v-wileman-brothers-elliott-inc/","https://www.courtlistener.com/api/rest/v3/clusters/118139/",1997,"1996-086",1,5,4
"justice stevens","majority",FALSE,"Minnick v. California Dept. of Corrections",1981-06-01,"452 U.S. 105","https://www.courtlistener.com/opinion/110509/minnick-v-california-dept-of-corrections/","https://www.courtlistener.com/api/rest/v3/clusters/110509/",1981,"1980-105",2,8,1
"justice rehnquist","concurring",FALSE,"Minnick v. California Dept. of Corrections",1981-06-01,"452 U.S. 105","https://www.courtlistener.com/opinion/110509/minnick-v-california-dept-of-corrections/","https://www.courtlistener.com/api/rest/v3/clusters/110509/",1981,"1980-105",2,8,1
"justice stewart","dissenting",FALSE,"Minnick v. California Dept. of Corrections",1981-06-01,"452 U.S. 105","https://www.courtlistener.com/opinion/110509/minnick-v-california-dept-of-corrections/","https://www.courtlistener.com/api/rest/v3/clusters/110509/",1981,"1980-105",2,8,1
"justice white","majority",FALSE,"Dennis v. Higgins",1991-02-20,"498 U.S. 439","https://www.courtlistener.com/opinion/112534/dennis-v-higgins/","https://www.courtlistener.com/api/rest/v3/clusters/112534/",1991,"1990-036",2,7,2
"justice kennedy","dissenting",FALSE,"Dennis v. Higgins",1991-02-20,"498 U.S. 439","https://www.courtlistener.com/opinion/112534/dennis-v-higgins/","https://www.courtlistener.com/api/rest/v3/clusters/112534/",1991,"1990-036",2,7,2
"justice white","majority",FALSE,"Colten v. Kentucky",1972-06-12,"407 U.S. 104","https://www.courtlistener.com/opinion/108569/colten-v-kentucky/","https://www.courtlistener.com/api/rest/v3/clusters/108569/",1972,"1971-136",1,7,2
"justice douglas","dissenting",FALSE,"Colten v. Kentucky",1972-06-12,"407 U.S. 104","https://www.courtlistener.com/opinion/108569/colten-v-kentucky/","https://www.courtlistener.com/api/rest/v3/clusters/108569/",1972,"1971-136",1,7,2
"justice marshall","second_dissenting",FALSE,"Colten v. Kentucky",1972-06-12,"407 U.S. 104","https://www.courtlistener.com/opinion/108569/colten-v-kentucky/","https://www.courtlistener.com/api/rest/v3/clusters/108569/",1972,"1971-136",1,7,2
"justice scalia","majority",FALSE,"Mertens v. Hewitt Associates",1993-06-01,"508 U.S. 248","https://www.courtlistener.com/opinion/112867/mertens-v-hewitt-associates/","https://www.courtlistener.com/api/rest/v3/clusters/112867/",1993,"1992-079",1,5,4
"justice white","dissenting",FALSE,"Mertens v. Hewitt Associates",1993-06-01,"508 U.S. 248","https://www.courtlistener.com/opinion/112867/mertens-v-hewitt-associates/","https://www.courtlistener.com/api/rest/v3/clusters/112867/",1993,"1992-079",1,5,4
"justice burger","concurring",TRUE,"Taggart v. Weinacker's, Inc.",1970-03-16,"397 U.S. 223","https://www.courtlistener.com/opinion/108093/taggart-v-weinackers-inc/","https://www.courtlistener.com/api/rest/v3/clusters/108093/",1970,"1969-058",1,6,2
"justice brennan","majority",FALSE,"Firefighters v. Cleveland",1986-07-02,"478 U.S. 501","https://www.courtlistener.com/opinion/111748/firefighters-v-cleveland/","https://www.courtlistener.com/api/rest/v3/clusters/111748/",1986,"1985-154",2,6,3
"justice o'connor","concurring",FALSE,"Firefighters v. Cleveland",1986-07-02,"478 U.S. 501","https://www.courtlistener.com/opinion/111748/firefighters-v-cleveland/","https://www.courtlistener.com/api/rest/v3/clusters/111748/",1986,"1985-154",2,6,3
"justice white","dissenting",FALSE,"Firefighters v. Cleveland",1986-07-02,"478 U.S. 501","https://www.courtlistener.com/opinion/111748/firefighters-v-cleveland/","https://www.courtlistener.com/api/rest/v3/clusters/111748/",1986,"1985-154",2,6,3
"justice rehnquist","second_dissenting",FALSE,"Firefighters v. Cleveland",1986-07-02,"478 U.S. 501","https://www.courtlistener.com/opinion/111748/firefighters-v-cleveland/","https://www.courtlistener.com/api/rest/v3/clusters/111748/",1986,"1985-154",2,6,3
"justice white","majority",FALSE,"Parker v. North Carolina",1970-05-04,"397 U.S. 790","https://www.courtlistener.com/opinion/108139/parker-v-north-carolina/","https://www.courtlistener.com/api/rest/v3/clusters/108139/",1970,"1969-091",1,5,3
"justice black","concurring",FALSE,"Parker v. North Carolina",1970-05-04,"397 U.S. 790","https://www.courtlistener.com/opinion/108139/parker-v-north-carolina/","https://www.courtlistener.com/api/rest/v3/clusters/108139/",1970,"1969-091",1,5,3
"justice rehnquist","majority",FALSE,"McKinney v. Alabama",1976-03-23,"424 U.S. 669","https://www.courtlistener.com/opinion/109401/mckinney-v-alabama/","https://www.courtlistener.com/api/rest/v3/clusters/109401/",1976,"1975-055",2,8,0
"justice blackmun","concurring",FALSE,"McKinney v. Alabama",1976-03-23,"424 U.S. 669","https://www.courtlistener.com/opinion/109401/mckinney-v-alabama/","https://www.courtlistener.com/api/rest/v3/clusters/109401/",1976,"1975-055",2,8,0
"justice marshall","majority",FALSE,"Citicorp Industrial Credit, Inc. v. Brock",1987-06-22,"483 U.S. 27","https://www.courtlistener.com/opinion/111932/citicorp-industrial-credit-inc-v-brock/","https://www.courtlistener.com/api/rest/v3/clusters/111932/",1987,"1986-137",2,7,2
"justice scalia","concurring",FALSE,"Citicorp Industrial Credit, Inc. v. Brock",1987-06-22,"483 U.S. 27","https://www.courtlistener.com/opinion/111932/citicorp-industrial-credit-inc-v-brock/","https://www.courtlistener.com/api/rest/v3/clusters/111932/",1987,"1986-137",2,7,2
