"author_name","category","per_curiam","case_name","date_filed","federal_cite_one","absolute_url","cluster","year_filed","scdb_id","scdb_decision_direction","scdb_votes_majority","scdb_votes_minority"
"justice breyer","dissenting",FALSE,"Yarborough v. Alvarado",2004-06-01,"541 U.S. 652","https://www.courtlistener.com/opinion/134748/yarborough-v-alvarado/","https://www.courtlistener.com/api/rest/v3/clusters/134748/",2004,"2003-064",1,5,4
"justice white","majority",FALSE,"Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc.",1993-01-12,"506 U.S. 139","https://www.courtlistener.com/opinion/112800/puerto-rico-aqueduct-and-sewer-authority-v-metcalf-eddy-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112800/",1993,"1992-012",2,8,1
"justice blackmun","concurring",FALSE,"Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc.",1993-01-12,"506 U.S. 139","https://www.courtlistener.com/opinion/112800/puerto-rico-aqueduct-and-sewer-authority-v-metcalf-eddy-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112800/",1993,"1992-012",2,8,1
"justice stevens","dissenting",FALSE,"Puerto Rico Aqueduct and Sewer Authority v. Metcalf & Eddy, Inc.",1993-01-12,"506 U.S. 139","https://www.courtlistener.com/opinion/112800/puerto-rico-aqueduct-and-sewer-authority-v-metcalf-eddy-inc/","https://www.courtlistener.com/api/rest/v3/clusters/112800/",1993,"1992-012",2,8,1
"justice stevens","majority",FALSE,"Bowen v. American Hospital Assn.",1986-06-09,"476 U.S. 610","https://www.courtlistener.com/opinion/111685/bowen-v-american-hospital-assn/","https://www.courtlistener.com/api/rest/v3/clusters/111685/",1986,"1985-101",1,5,3
"justice white","dissenting",FALSE,"Bowen v. American Hospital Assn.",1986-06-09,"476 U.S. 610","https://www.courtlistener.com/opinion/111685/bowen-v-american-hospital-assn/","https://www.courtlistener.com/api/rest/v3/clusters/111685/",1986,"1985-101",1,5,3
"justice o'connor","second_dissenting",FALSE,"Bowen v. American Hospital Assn.",1986-06-09,"476 U.S. 610","https://www.courtlistener.com/opinion/111685/bowen-v-american-hospital-assn/","https://www.courtlistener.com/api/rest/v3/clusters/111685/",1986,"1985-101",1,5,3
"justice marshall","majority",FALSE,"United States v. Mitchell",1983-06-27,"463 U.S. 206","https://www.courtlistener.com/opinion/110997/united-states-v-mitchell/","https://www.courtlistener.com/api/rest/v3/clusters/110997/",1983,"1982-140",1,6,3
"justice powell","dissenting",FALSE,"United States v. Mitchell",1983-06-27,"463 U.S. 206","https://www.courtlistener.com/opinion/110997/united-states-v-mitchell/","https://www.courtlistener.com/api/rest/v3/clusters/110997/",1983,"1982-140",1,6,3
"justice brennan","majority",FALSE,"City of Lakewood v. Plain Dealer Publishing Co.",1988-06-17,"486 U.S. 750","https://www.courtlistener.com/opinion/112103/city-of-lakewood-v-plain-dealer-publishing-co/","https://www.courtlistener.com/api/rest/v3/clusters/112103/",1988,"1987-118",2,4,3
"justice white","dissenting",FALSE,"City of Lakewood v. Plain Dealer Publishing Co.",1988-06-17,"486 U.S. 750","https://www.courtlistener.com/opinion/112103/city-of-lakewood-v-plain-dealer-publishing-co/","https://www.courtlistener.com/api/rest/v3/clusters/112103/",1988,"1987-118",2,4,3
"justice souter","majority",FALSE,"Abuelhawa v. United States",2009-05-26,"556 U.S. 816","https://www.courtlistener.com/opinion/145871/abuelhawa-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145871/",2009,"2008-060",2,9,0
"justice stevens","majority",FALSE,"United States v. Addonizio",1979-06-04,"442 U.S. 178","https://www.courtlistener.com/opinion/110094/united-states-v-addonizio/","https://www.courtlistener.com/api/rest/v3/clusters/110094/",1979,"1978-109",1,7,0
"justice rehnquist","majority",FALSE,"Fair Assessment in Real Estate Assn., Inc. v. McNary",1981-12-01,"454 U.S. 100","https://www.courtlistener.com/opinion/110581/fair-assessment-in-real-estate-assn-inc-v-mcnary/","https://www.courtlistener.com/api/rest/v3/clusters/110581/",1981,"1981-008",1,5,4
"justice brennan","concurring",FALSE,"Fair Assessment in Real Estate Assn., Inc. v. McNary",1981-12-01,"454 U.S. 100","https://www.courtlistener.com/opinion/110581/fair-assessment-in-real-estate-assn-inc-v-mcnary/","https://www.courtlistener.com/api/rest/v3/clusters/110581/",1981,"1981-008",1,5,4
"justice white","majority",FALSE,"Landers v. National Railroad Passenger Corporation",1988-04-27,"485 U.S. 652","https://www.courtlistener.com/opinion/112046/landers-v-national-railroad-passenger-corporation/","https://www.courtlistener.com/api/rest/v3/clusters/112046/",1988,"1987-069",1,9,0
"justice o'connor","majority",FALSE,"Melkonyan v. Sullivan",1991-06-10,"501 U.S. 89","https://www.courtlistener.com/opinion/2621053/melkonyan-v-sullivan/","https://www.courtlistener.com/api/rest/v3/clusters/2621053/",1991,"1990-099",2,9,0
"justice souter","majority",FALSE,"Raleigh v. Illinois Dept. of Revenue",2000-05-30,"530 U.S. 15","https://www.courtlistener.com/opinion/1087664/raleigh-v-illinois-dept-of-revenue/","https://www.courtlistener.com/api/rest/v3/clusters/1087664/",2000,"1999-067",1,9,0
"justice white","majority",FALSE,"Minnesota v. Olson",1990-04-18,"495 U.S. 91","https://www.courtlistener.com/opinion/112416/minnesota-v-olson/","https://www.courtlistener.com/api/rest/v3/clusters/112416/",1990,"1989-067",2,7,2
"justice stevens","concurring",FALSE,"Minnesota v. Olson",1990-04-18,"495 U.S. 91","https://www.courtlistener.com/opinion/112416/minnesota-v-olson/","https://www.courtlistener.com/api/rest/v3/clusters/112416/",1990,"1989-067",2,7,2
"justice souter","concurring",TRUE,"Duncan v. Henry",1995-01-23,"513 U.S. 364","https://www.courtlistener.com/opinion/1431594/duncan-v-henry/","https://www.courtlistener.com/api/rest/v3/clusters/1431594/",1995,"1994-020",1,8,1
"justice stevens","dissenting",TRUE,"Duncan v. Henry",1995-01-23,"513 U.S. 364","https://www.courtlistener.com/opinion/1431594/duncan-v-henry/","https://www.courtlistener.com/api/rest/v3/clusters/1431594/",1995,"1994-020",1,8,1
"justice stevens","majority",FALSE,"Newport News Shipbuilding & Dry Dock Co. v. EEOC",1983-06-20,"462 U.S. 669","https://www.courtlistener.com/opinion/110978/newport-news-shipbuilding-dry-dock-co-v-eeoc/","https://www.courtlistener.com/api/rest/v3/clusters/110978/",1983,"1982-122",2,7,2
"justice rehnquist","dissenting",FALSE,"Newport News Shipbuilding & Dry Dock Co. v. EEOC",1983-06-20,"462 U.S. 669","https://www.courtlistener.com/opinion/110978/newport-news-shipbuilding-dry-dock-co-v-eeoc/","https://www.courtlistener.com/api/rest/v3/clusters/110978/",1983,"1982-122",2,7,2
"justice rehnquist","majority",FALSE,"Daniels v. Williams",1986-01-21,"474 U.S. 327","https://www.courtlistener.com/opinion/111555/daniels-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/111555/",1986,"1985-024",1,9,0
"justice blackmun","concurring",FALSE,"Daniels v. Williams",1986-01-21,"474 U.S. 327","https://www.courtlistener.com/opinion/111555/daniels-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/111555/",1986,"1985-024",1,9,0
"justice white","majority",FALSE,"Marshall v. Barlow's, Inc.",1978-05-23,"436 U.S. 307","https://www.courtlistener.com/opinion/109866/marshall-v-barlows-inc/","https://www.courtlistener.com/api/rest/v3/clusters/109866/",1978,"1977-088",2,5,3
"justice stevens","dissenting",FALSE,"Marshall v. Barlow's, Inc.",1978-05-23,"436 U.S. 307","https://www.courtlistener.com/opinion/109866/marshall-v-barlows-inc/","https://www.courtlistener.com/api/rest/v3/clusters/109866/",1978,"1977-088",2,5,3
"justice o'connor","majority",FALSE,"United States v. Shabani",1994-11-01,"513 U.S. 10","https://www.courtlistener.com/opinion/117878/united-states-v-shabani/","https://www.courtlistener.com/api/rest/v3/clusters/117878/",1994,"1994-003",1,9,0
"justice white","majority",FALSE,"United States v. Cartwright",1973-05-07,"411 U.S. 546","https://www.courtlistener.com/opinion/108774/united-states-v-cartwright/","https://www.courtlistener.com/api/rest/v3/clusters/108774/",1973,"1972-108",1,6,3
"justice stewart","dissenting",FALSE,"United States v. Cartwright",1973-05-07,"411 U.S. 546","https://www.courtlistener.com/opinion/108774/united-states-v-cartwright/","https://www.courtlistener.com/api/rest/v3/clusters/108774/",1973,"1972-108",1,6,3
"justice white","majority",FALSE,"Minnesota v. Murphy",1984-02-22,"465 U.S. 420","https://www.courtlistener.com/opinion/111105/minnesota-v-murphy/","https://www.courtlistener.com/api/rest/v3/clusters/111105/",1984,"1983-040",1,6,3
"justice marshall","dissenting",FALSE,"Minnesota v. Murphy",1984-02-22,"465 U.S. 420","https://www.courtlistener.com/opinion/111105/minnesota-v-murphy/","https://www.courtlistener.com/api/rest/v3/clusters/111105/",1984,"1983-040",1,6,3
"justice breyer","majority",FALSE,"Philip Morris USA v. Williams",2007-02-20,"549 U.S. 346","https://www.courtlistener.com/opinion/145758/philip-morris-usa-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/145758/",2007,"2006-017",1,5,4
"justice stevens","dissenting",FALSE,"Philip Morris USA v. Williams",2007-02-20,"549 U.S. 346","https://www.courtlistener.com/opinion/145758/philip-morris-usa-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/145758/",2007,"2006-017",1,5,4
"justice thomas","second_dissenting",FALSE,"Philip Morris USA v. Williams",2007-02-20,"549 U.S. 346","https://www.courtlistener.com/opinion/145758/philip-morris-usa-v-williams/","https://www.courtlistener.com/api/rest/v3/clusters/145758/",2007,"2006-017",1,5,4
"justice souter","majority",FALSE,"McCreary County v. American Civil Liberties Union of Ky.",2005-06-27,"545 U.S. 844","https://www.courtlistener.com/opinion/799993/mccreary-county-v-american-civil-liberties-union-of-ky/","https://www.courtlistener.com/api/rest/v3/clusters/799993/",2005,"2004-078",2,5,4
"justice o'connor","concurring",FALSE,"McCreary County v. American Civil Liberties Union of Ky.",2005-06-27,"545 U.S. 844","https://www.courtlistener.com/opinion/799993/mccreary-county-v-american-civil-liberties-union-of-ky/","https://www.courtlistener.com/api/rest/v3/clusters/799993/",2005,"2004-078",2,5,4
"justice scalia","dissenting",FALSE,"McCreary County v. American Civil Liberties Union of Ky.",2005-06-27,"545 U.S. 844","https://www.courtlistener.com/opinion/799993/mccreary-county-v-american-civil-liberties-union-of-ky/","https://www.courtlistener.com/api/rest/v3/clusters/799993/",2005,"2004-078",2,5,4
"justice burger","majority",FALSE,"California Human Resources Dept. v. Java",1971-04-26,"402 U.S. 121","https://www.courtlistener.com/opinion/108324/california-human-resources-dept-v-java/","https://www.courtlistener.com/api/rest/v3/clusters/108324/",1971,"1970-090",2,9,0
"justice douglas","concurring",FALSE,"California Human Resources Dept. v. Java",1971-04-26,"402 U.S. 121","https://www.courtlistener.com/opinion/108324/california-human-resources-dept-v-java/","https://www.courtlistener.com/api/rest/v3/clusters/108324/",1971,"1970-090",2,9,0
"justice stevens","majority",FALSE,"Crandon v. United States",1990-02-27,"494 U.S. 152","https://www.courtlistener.com/opinion/112379/crandon-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112379/",1990,"1989-036",1,9,0
"justice scalia","concurring",FALSE,"Crandon v. United States",1990-02-27,"494 U.S. 152","https://www.courtlistener.com/opinion/112379/crandon-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/112379/",1990,"1989-036",1,9,0
"justice kennedy","majority",FALSE,"Presley v. Etowah County Comm'n",1992-01-27,"502 U.S. 491","https://www.courtlistener.com/opinion/112683/presley-v-etowah-county-commn/","https://www.courtlistener.com/api/rest/v3/clusters/112683/",1992,"1991-030",1,6,3
"justice stevens","dissenting",FALSE,"Presley v. Etowah County Comm'n",1992-01-27,"502 U.S. 491","https://www.courtlistener.com/opinion/112683/presley-v-etowah-county-commn/","https://www.courtlistener.com/api/rest/v3/clusters/112683/",1992,"1991-030",1,6,3
"justice o'connor","majority",FALSE,"Denton v. Hernandez",1992-05-04,"504 U.S. 25","https://www.courtlistener.com/opinion/112729/denton-v-hernandez/","https://www.courtlistener.com/api/rest/v3/clusters/112729/",1992,"1991-067",1,7,2
"justice stevens","dissenting",FALSE,"Denton v. Hernandez",1992-05-04,"504 U.S. 25","https://www.courtlistener.com/opinion/112729/denton-v-hernandez/","https://www.courtlistener.com/api/rest/v3/clusters/112729/",1992,"1991-067",1,7,2
"justice rehnquist","majority",FALSE,"Oregon v. Kennedy",1982-05-24,"456 U.S. 667","https://www.courtlistener.com/opinion/110714/oregon-v-kennedy/","https://www.courtlistener.com/api/rest/v3/clusters/110714/",1982,"1981-098",1,9,0
"justice powell","concurring",FALSE,"Oregon v. Kennedy",1982-05-24,"456 U.S. 667","https://www.courtlistener.com/opinion/110714/oregon-v-kennedy/","https://www.courtlistener.com/api/rest/v3/clusters/110714/",1982,"1981-098",1,9,0
"justice scalia","majority",FALSE,"New York v. Hill",2000-01-12,"528 U.S. 110","https://www.courtlistener.com/opinion/118324/new-york-v-hill/","https://www.courtlistener.com/api/rest/v3/clusters/118324/",2000,"1999-016",1,9,0
"justice white","majority",FALSE,"United States v. Giordano",1974-05-13,"416 U.S. 505","https://www.courtlistener.com/opinion/109020/united-states-v-giordano/","https://www.courtlistener.com/api/rest/v3/clusters/109020/",1974,"1973-100",2,5,4
"justice white","majority",FALSE,"FPC v. Conway Corp.",1976-06-07,"426 U.S. 271","https://www.courtlistener.com/opinion/109470/fpc-v-conway-corp/","https://www.courtlistener.com/api/rest/v3/clusters/109470/",1976,"1975-114",2,9,0
"justice scalia","majority",FALSE,"Comcast Corp. v. Behrend",2013-03-27,"133 S. Ct. 1426","https://www.courtlistener.com/opinion/856346/comcast-corp-v-behrend/","https://www.courtlistener.com/api/rest/v3/clusters/856346/",2013,"2012-031",1,5,4
"justice ginsburg","dissenting",FALSE,"Comcast Corp. v. Behrend",2013-03-27,"133 S. Ct. 1426","https://www.courtlistener.com/opinion/856346/comcast-corp-v-behrend/","https://www.courtlistener.com/api/rest/v3/clusters/856346/",2013,"2012-031",1,5,4
"justice rehnquist","majority",FALSE,"Butterworth v. Smith",1990-03-21,"494 U.S. 624","https://www.courtlistener.com/opinion/112396/butterworth-v-smith/","https://www.courtlistener.com/api/rest/v3/clusters/112396/",1990,"1989-053",2,9,0
"justice scalia","concurring",FALSE,"Butterworth v. Smith",1990-03-21,"494 U.S. 624","https://www.courtlistener.com/opinion/112396/butterworth-v-smith/","https://www.courtlistener.com/api/rest/v3/clusters/112396/",1990,"1989-053",2,9,0
"justice white","dissenting",TRUE,"California v. Rooney",1987-09-21,"483 U.S. 307","https://www.courtlistener.com/opinion/111943/california-v-rooney/","https://www.courtlistener.com/api/rest/v3/clusters/111943/",1987,"1986-148",2,6,3
"justice thomas","majority",FALSE,"Hughes Aircraft Co. v. Jacobson",1999-01-25,"525 U.S. 432","https://www.courtlistener.com/opinion/118261/hughes-aircraft-co-v-jacobson/","https://www.courtlistener.com/api/rest/v3/clusters/118261/",1999,"1998-021",1,9,0
"justice burger","majority",FALSE,"Duke Power Co. v. Carolina Environmental Study Group, Inc.",1978-06-26,"438 U.S. 59","https://www.courtlistener.com/opinion/109923/duke-power-co-v-carolina-environmental-study-group-inc/","https://www.courtlistener.com/api/rest/v3/clusters/109923/",1978,"1977-140",1,6,3
"justice rehnquist","concurring",FALSE,"Duke Power Co. v. Carolina Environmental Study Group, Inc.",1978-06-26,"438 U.S. 59","https://www.courtlistener.com/opinion/109923/duke-power-co-v-carolina-environmental-study-group-inc/","https://www.courtlistener.com/api/rest/v3/clusters/109923/",1978,"1977-140",1,6,3
"justice marshall","concurring",TRUE,"Johnson v. New York State Ed. Dept.",1972-11-20,"409 U.S. 75","https://www.courtlistener.com/opinion/108631/johnson-v-new-york-state-ed-dept/","https://www.courtlistener.com/api/rest/v3/clusters/108631/",1972,"1972-011",1,9,0
"justice burger","majority",FALSE,"CIA v. Sims",1985-04-16,"471 U.S. 159","https://www.courtlistener.com/opinion/111410/cia-v-sims/","https://www.courtlistener.com/api/rest/v3/clusters/111410/",1985,"1984-078",1,9,0
"justice black","majority",FALSE,"Baird v. State Bar of Ariz.",1971-02-23,"401 U.S. 1","https://www.courtlistener.com/opinion/108261/baird-v-state-bar-of-ariz/","https://www.courtlistener.com/api/rest/v3/clusters/108261/",1971,"1970-033",2,5,4
"justice white","dissenting",FALSE,"Baird v. State Bar of Ariz.",1971-02-23,"401 U.S. 1","https://www.courtlistener.com/opinion/108261/baird-v-state-bar-of-ariz/","https://www.courtlistener.com/api/rest/v3/clusters/108261/",1971,"1970-033",2,5,4
"justice blackmun","second_dissenting",FALSE,"Baird v. State Bar of Ariz.",1971-02-23,"401 U.S. 1","https://www.courtlistener.com/opinion/108261/baird-v-state-bar-of-ariz/","https://www.courtlistener.com/api/rest/v3/clusters/108261/",1971,"1970-033",2,5,4
"justice breyer","majority",FALSE,"O'NEAL v. McAninch",1995-02-21,"513 U.S. 432","https://www.courtlistener.com/opinion/117897/oneal-v-mcaninch/","https://www.courtlistener.com/api/rest/v3/clusters/117897/",1995,"1994-023",2,6,3
"justice thomas","dissenting",FALSE,"O'NEAL v. McAninch",1995-02-21,"513 U.S. 432","https://www.courtlistener.com/opinion/117897/oneal-v-mcaninch/","https://www.courtlistener.com/api/rest/v3/clusters/117897/",1995,"1994-023",2,6,3
"justice sotomayor","majority",FALSE,"Chase Bank USA, N. A. v. McCoy",2011-01-24,"131 S. Ct. 871","https://www.courtlistener.com/opinion/184314/chase-bank-usa-n-a-v-mccoy/","https://www.courtlistener.com/api/rest/v3/clusters/184314/",2011,"2010-012",1,9,0
"justice rehnquist","dissenting",TRUE,"Philadelphia Newspapers, Inc. v. Jerome",1978-01-09,"434 U.S. 241","https://www.courtlistener.com/opinion/109759/philadelphia-newspapers-inc-v-jerome/","https://www.courtlistener.com/api/rest/v3/clusters/109759/",1978,"1977-020",2,7,2
"justice o'connor","majority",FALSE,"Landon v. Plasencia",1982-11-15,"459 U.S. 21","https://www.courtlistener.com/opinion/1087737/landon-v-plasencia/","https://www.courtlistener.com/api/rest/v3/clusters/1087737/",1982,"1982-004",1,8,1
"justice scalia","majority",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898","https://www.courtlistener.com/opinion/118148/printz-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/118148/",1997,"1996-095",1,5,4
"justice o'connor","concurring",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898","https://www.courtlistener.com/opinion/118148/printz-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/118148/",1997,"1996-095",1,5,4
"justice stevens","dissenting",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898","https://www.courtlistener.com/opinion/118148/printz-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/118148/",1997,"1996-095",1,5,4
"justice souter","second_dissenting",FALSE,"Printz v. United States",1997-06-27,"521 U.S. 898","https://www.courtlistener.com/opinion/118148/printz-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/118148/",1997,"1996-095",1,5,4
"justice blackmun","majority",FALSE,"Ridgway v. Ridgway",1981-11-10,"454 U.S. 46","https://www.courtlistener.com/opinion/110578/ridgway-v-ridgway/","https://www.courtlistener.com/api/rest/v3/clusters/110578/",1981,"1981-005",2,5,3
"justice powell","dissenting",FALSE,"Ridgway v. Ridgway",1981-11-10,"454 U.S. 46","https://www.courtlistener.com/opinion/110578/ridgway-v-ridgway/","https://www.courtlistener.com/api/rest/v3/clusters/110578/",1981,"1981-005",2,5,3
"justice stevens","second_dissenting",FALSE,"Ridgway v. Ridgway",1981-11-10,"454 U.S. 46","https://www.courtlistener.com/opinion/110578/ridgway-v-ridgway/","https://www.courtlistener.com/api/rest/v3/clusters/110578/",1981,"1981-005",2,5,3
"justice stewart","majority",FALSE,"Faretta v. California",1975-06-30,"422 U.S. 806","https://www.courtlistener.com/opinion/109309/faretta-v-california/","https://www.courtlistener.com/api/rest/v3/clusters/109309/",1975,"1974-148",2,6,3
"justice burger","dissenting",FALSE,"Faretta v. California",1975-06-30,"422 U.S. 806","https://www.courtlistener.com/opinion/109309/faretta-v-california/","https://www.courtlistener.com/api/rest/v3/clusters/109309/",1975,"1974-148",2,6,3
"justice blackmun","second_dissenting",FALSE,"Faretta v. California",1975-06-30,"422 U.S. 806","https://www.courtlistener.com/opinion/109309/faretta-v-california/","https://www.courtlistener.com/api/rest/v3/clusters/109309/",1975,"1974-148",2,6,3
"justice kennedy","majority",FALSE,"Caperton v. AT Massey Coal Co., Inc.",2009-06-08,"556 U.S. 868","https://www.courtlistener.com/opinion/145867/caperton-v-at-massey-coal-co-inc/","https://www.courtlistener.com/api/rest/v3/clusters/145867/",2009,"2008-064",2,5,4
"justice roberts","dissenting",FALSE,"Caperton v. AT Massey Coal Co., Inc.",2009-06-08,"556 U.S. 868","https://www.courtlistener.com/opinion/145867/caperton-v-at-massey-coal-co-inc/","https://www.courtlistener.com/api/rest/v3/clusters/145867/",2009,"2008-064",2,5,4
"justice scalia","second_dissenting",FALSE,"Caperton v. AT Massey Coal Co., Inc.",2009-06-08,"556 U.S. 868","https://www.courtlistener.com/opinion/145867/caperton-v-at-massey-coal-co-inc/","https://www.courtlistener.com/api/rest/v3/clusters/145867/",2009,"2008-064",2,5,4
"justice burger","majority",FALSE,"Brown v. Texas",1979-06-25,"443 U.S. 47","https://www.courtlistener.com/opinion/110128/brown-v-texas/","https://www.courtlistener.com/api/rest/v3/clusters/110128/",1979,"1978-139",2,9,0
"justice marshall","majority",FALSE,"Stewart Organization, Inc. v. Ricoh Corp.",1988-06-20,"487 U.S. 22","https://www.courtlistener.com/opinion/112115/stewart-organization-inc-v-ricoh-corp/","https://www.courtlistener.com/api/rest/v3/clusters/112115/",1988,"1987-125",2,8,1
"justice kennedy","concurring",FALSE,"Stewart Organization, Inc. v. Ricoh Corp.",1988-06-20,"487 U.S. 22","https://www.courtlistener.com/opinion/112115/stewart-organization-inc-v-ricoh-corp/","https://www.courtlistener.com/api/rest/v3/clusters/112115/",1988,"1987-125",2,8,1
"justice scalia","dissenting",FALSE,"Stewart Organization, Inc. v. Ricoh Corp.",1988-06-20,"487 U.S. 22","https://www.courtlistener.com/opinion/112115/stewart-organization-inc-v-ricoh-corp/","https://www.courtlistener.com/api/rest/v3/clusters/112115/",1988,"1987-125",2,8,1
"justice marshall","majority",FALSE,"Mennonite Bd. of Missions v. Adams",1983-06-22,"462 U.S. 791","https://www.courtlistener.com/opinion/110981/mennonite-bd-of-missions-v-adams/","https://www.courtlistener.com/api/rest/v3/clusters/110981/",1983,"1982-125",2,6,3
"justice o'connor","dissenting",FALSE,"Mennonite Bd. of Missions v. Adams",1983-06-22,"462 U.S. 791","https://www.courtlistener.com/opinion/110981/mennonite-bd-of-missions-v-adams/","https://www.courtlistener.com/api/rest/v3/clusters/110981/",1983,"1982-125",2,6,3
"justice burger","majority",FALSE,"Dickey v. Florida",1970-05-25,"398 U.S. 30","https://www.courtlistener.com/opinion/108148/dickey-v-florida/","https://www.courtlistener.com/api/rest/v3/clusters/108148/",1970,"1969-096",2,8,0
"justice harlan","concurring",FALSE,"Dickey v. Florida",1970-05-25,"398 U.S. 30","https://www.courtlistener.com/opinion/108148/dickey-v-florida/","https://www.courtlistener.com/api/rest/v3/clusters/108148/",1970,"1969-096",2,8,0
"justice blackmun","majority",FALSE,"East River SS Corp. v. Transamerica Delaval Inc.",1986-06-16,"476 U.S. 858","https://www.courtlistener.com/opinion/111693/east-river-ss-corp-v-transamerica-delaval-inc/","https://www.courtlistener.com/api/rest/v3/clusters/111693/",1986,"1985-109",1,9,0
"justice marshall","majority",FALSE,"National R. Passenger Corp. v. AT & SFR CO.",1985-03-18,"470 U.S. 451","https://www.courtlistener.com/opinion/111369/national-r-passenger-corp-v-at-sfr-co/","https://www.courtlistener.com/api/rest/v3/clusters/111369/",1985,"1984-046",2,8,0
"justice white","majority",FALSE,"JapanWhaling Assn. v. American Cetacean Soc.",1986-06-30,"478 U.S. 221","https://www.courtlistener.com/opinion/111739/japanwhaling-assn-v-american-cetacean-soc/","https://www.courtlistener.com/api/rest/v3/clusters/111739/",1986,"1985-145",1,5,4
"justice marshall","dissenting",FALSE,"JapanWhaling Assn. v. American Cetacean Soc.",1986-06-30,"478 U.S. 221","https://www.courtlistener.com/opinion/111739/japanwhaling-assn-v-american-cetacean-soc/","https://www.courtlistener.com/api/rest/v3/clusters/111739/",1986,"1985-145",1,5,4
"justice white","majority",FALSE,"Clemons v. Mississippi",1990-04-17,"494 U.S. 738","https://www.courtlistener.com/opinion/112400/clemons-v-mississippi/","https://www.courtlistener.com/api/rest/v3/clusters/112400/",1990,"1989-057",1,5,4
"justice souter","majority",FALSE,"Corley v. United States",2009-04-06,"556 U.S. 303","https://www.courtlistener.com/opinion/145888/corley-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145888/",2009,"2008-043",2,5,4
"justice alito","dissenting",FALSE,"Corley v. United States",2009-04-06,"556 U.S. 303","https://www.courtlistener.com/opinion/145888/corley-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145888/",2009,"2008-043",2,5,4
"justice roberts","majority",FALSE,"Herring v. United States",2009-01-14,"555 U.S. 135","https://www.courtlistener.com/opinion/145922/herring-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145922/",2009,"2008-009",1,5,4
"justice ginsburg","dissenting",FALSE,"Herring v. United States",2009-01-14,"555 U.S. 135","https://www.courtlistener.com/opinion/145922/herring-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145922/",2009,"2008-009",1,5,4
"justice breyer","second_dissenting",FALSE,"Herring v. United States",2009-01-14,"555 U.S. 135","https://www.courtlistener.com/opinion/145922/herring-v-united-states/","https://www.courtlistener.com/api/rest/v3/clusters/145922/",2009,"2008-009",1,5,4
"justice blackmun","majority",FALSE,"United States v. Providence Journal Co.",1988-05-02,"485 U.S. 693","https://www.courtlistener.com/opinion/112050/united-states-v-providence-journal-co/","https://www.courtlistener.com/api/rest/v3/clusters/112050/",1988,"1987-073",1,6,2
"justice scalia","concurring",FALSE,"United States v. Providence Journal Co.",1988-05-02,"485 U.S. 693","https://www.courtlistener.com/opinion/112050/united-states-v-providence-journal-co/","https://www.courtlistener.com/api/rest/v3/clusters/112050/",1988,"1987-073",1,6,2
"justice stevens","dissenting",FALSE,"United States v. Providence Journal Co.",1988-05-02,"485 U.S. 693","https://www.courtlistener.com/opinion/112050/united-states-v-providence-journal-co/","https://www.courtlistener.com/api/rest/v3/clusters/112050/",1988,"1987-073",1,6,2
"justice white","majority",FALSE,"Charles D. Bonanno Linen Service, Inc. v. NLRB",1982-01-12,"454 U.S. 404","https://www.courtlistener.com/opinion/110597/charles-d-bonanno-linen-service-inc-v-nlrb/","https://www.courtlistener.com/api/rest/v3/clusters/110597/",1982,"1981-024",2,5,4
"justice stevens","concurring",FALSE,"Charles D. Bonanno Linen Service, Inc. v. NLRB",1982-01-12,"454 U.S. 404","https://www.courtlistener.com/opinion/110597/charles-d-bonanno-linen-service-inc-v-nlrb/","https://www.courtlistener.com/api/rest/v3/clusters/110597/",1982,"1981-024",2,5,4
"justice burger","dissenting",FALSE,"Charles D. Bonanno Linen Service, Inc. v. NLRB",1982-01-12,"454 U.S. 404","https://www.courtlistener.com/opinion/110597/charles-d-bonanno-linen-service-inc-v-nlrb/","https://www.courtlistener.com/api/rest/v3/clusters/110597/",1982,"1981-024",2,5,4
"justice o'connor","second_dissenting",FALSE,"Charles D. Bonanno Linen Service, Inc. v. NLRB",1982-01-12,"454 U.S. 404","https://www.courtlistener.com/opinion/110597/charles-d-bonanno-linen-service-inc-v-nlrb/","https://www.courtlistener.com/api/rest/v3/clusters/110597/",1982,"1981-024",2,5,4
